Feature,Mean_RF_Importance,SD_RF_Importance,Mean_SHAP,SD_SHAP
Solv_PEOE_VSA9,0.00019349871409416966,1.2885117251698484e-05,0.028572490565538768,0.003027974299455711
Chrom_fr_unbrch_alkane,0.00034321782702306905,2.4789648630102543e-05,0.028171768322246,0.004762235987106776
Solv_VSA_EState3,0.0002219276497609786,2.0665634308850446e-05,0.02733562019910655,0.003228689038413838
Solv_NHOHCount,0.0002545506693101606,5.446388937080118e-05,0.02646421944498764,0.006937312530481108
Chrom_fr_lactone,0.00012827378579130896,2.4804539764888962e-05,0.025782504738373496,0.0034929995527502988
Chrom_NumSaturatedRings,0.00039368718550466815,5.0507373735565705e-05,0.025502398432221712,0.006269816640797362
Solv_PEOE_VSA7,0.0001940313849070411,1.970813104755613e-05,0.023325360327664177,0.0032129494377968184
Solv_PEOE_VSA11,0.00013014984251171055,1.4223026109363714e-05,0.02235240359447698,0.004956963492230385
Solv_SlogP_VSA3,0.00017857816105499674,2.585328678923981e-05,0.02218308657346455,0.0031395304667023584
Solv_PEOE_VSA5,0.00019547925881231465,2.2599675866037746e-05,0.021725828200282255,0.003530530314266576
Chrom_fr_ArN,0.00015039815779413073,2.1661413916213894e-05,0.021247735960574613,0.0035218547578137705
