Feature,Mean_LGBM_Importance,SD_LGBM_Importance,Mean_SHAP,SD_SHAP
Chrom_TPSA,116.1,9.038252043398657,1.9690102056801027,0.39034644309561284
Chrom_BCUT2D_MWHI,148.3,18.963385773642848,1.950874182581482,0.23865600582597382
Chrom_PEOE_VSA12,37.5,4.5,1.9490373148315172,0.42133537732322784
Chrom_SMR_VSA9,105.3,9.644169222903548,1.947881365023775,0.2584773497414995
Chrom_fr_para_hydroxylation,33.7,4.796873982084583,1.8330312146716703,0.39095245805779033
Chrom_fr_imidazole,6.0,2.280350850198276,1.8017661002854204,0.37362339973175757
Chrom_MolWt,210.0,14.184498581197715,1.6691886982143038,0.5847774602184905
Chrom_FractionCSP3,149.6,8.83402513014311,1.6686768476541811,0.2448232076185813
Chrom_SlogP_VSA2,113.4,15.153877391611694,1.6093886737288756,0.2709019474735228
Chrom_FpDensityMorgan1,243.5,18.505404615949363,1.6062658150995481,0.2282084566847854
Chrom_SMR_VSA5,78.3,11.49826073804208,1.574095231350733,0.3039815890877479
Chrom_VSA_EState9,108.6,11.706408501329518,1.5384953656270353,0.26781775808346153
Chrom_PEOE_VSA2,43.8,7.025667228100119,1.4781391530228842,0.7301089046567756
Chrom_NumAromaticHeterocycles,33.9,8.926925562588723,1.4298724931201299,0.575580560619454
Chrom_EState_VSA3,123.5,10.375451797391765,1.3242833070671964,0.3947390811858477
Chrom_SMR_VSA1,49.7,5.762811813689563,1.2929255464370728,0.38765811908860776
Chrom_PEOE_VSA1,80.8,6.063002556489648,1.276613366507031,0.33561174776827996
Chrom_EState_VSA5,165.7,11.480853626799707,1.2646341934456957,0.2322293835649652
Chrom_EState_VSA8,158.4,12.619033243477885,1.2561718180134018,0.3287754757833133
Chrom_EState_VSA1,26.3,3.4942810419312296,1.2168812552152928,0.44609421844056885
Chrom_fr_azo,7.4,2.727636339397171,1.1765102001517012,0.24328970367716743
Chrom_PEOE_VSA3,42.8,6.1773780845922,1.1593577473896128,0.5021579278941809
Chrom_fr_aniline,17.8,3.0265491900843116,1.1131527213034078,0.7772852620875006
Chrom_EState_VSA7,220.6,16.889049706836676,1.0909894487176632,0.17528150946563276
Chrom_EState_VSA2,71.0,10.059821071967434,1.0776914189674067,0.419444233691483
Chrom_VSA_EState2,139.8,15.829087149927503,1.0628051346147749,0.12589261313707364
Chrom_fr_nitro,7.3,3.579106033634656,0.9862536467763986,0.18783624011502345
Chrom_PEOE_VSA5,35.9,7.738862965578342,0.9710651154105088,0.21565529690561935
Chrom_SlogP_VSA4,42.0,5.138093031466052,0.9135281675514586,0.38911399290939364
Chrom_PEOE_VSA14,27.9,5.664803615307419,0.8973494804718614,0.5085257007157914
Chrom_VSA_EState10,81.1,10.42544963059148,0.8809319376399245,0.183965310201391
Chrom_EState_VSA6,139.0,14.573949361789344,0.8756977552848941,0.21048053481118376
Chrom_fr_Ar_NH,8.5,2.3345235059857505,0.8504420363666096,0.24126342897768488
Chrom_SlogP_VSA3,60.5,11.766477807738388,0.8161250399833783,0.2029626079396432
Chrom_EState_VSA11,8.8,3.280243893371345,0.7741762266800182,0.6264897789514072
Chrom_fr_ketone,12.2,4.377213725647858,0.7721669649707418,0.21259727412704504
Chrom_fr_amide,14.4,3.746998799039039,0.7639086757213763,0.33277364688396877
Chrom_SMR_VSA2,9.9,3.5623026261113755,0.7035078582309587,0.41319526797718203
Chrom_PEOE_VSA4,21.9,7.161703707917551,0.695695412781928,0.4215869164562949
Chrom_EState_VSA9,74.8,6.43117407632541,0.6665424727443795,0.13923286636535795
Solv_MinAbsEStateIndex,42.8,7.180529228406497,0.6662766356743212,0.32151418681958244
Solv_Kappa2,72.2,10.205880657738458,0.5998198202764424,0.22363054104250676
Chrom_NumSaturatedHeterocycles,9.3,2.9342801502242417,0.5326578159059574,0.20045319772094455
Solv_MolWt,55.9,6.640030120413612,0.529819862194075,0.15111686224927745
Solv_BertzCT,44.6,5.678027826631356,0.5101282789977882,0.16824556199010168
Chrom_PEOE_VSA13,21.7,5.040833264451424,0.49871713107024496,0.2748120018158351
Chrom_EState_VSA10,32.2,3.280243893371345,0.49665566297581254,0.21529106079683674
Chrom_fr_COO,5.7,1.004987562112089,0.46308042733732463,0.2662106954266422
Chrom_fr_Imine,9.7,2.147091055358389,0.4214797169739402,0.20678516345435405
Chrom_fr_Ar_COO,4.9,1.8138357147217055,0.40350461871147136,0.17858589717844944
Solv_BCUT2D_MWLOW,56.9,8.324061508662703,0.4002985801276173,0.10247669535312703
Chrom_SMR_VSA4,20.9,4.968903299521937,0.397690578542153,0.1614904900403371
Solv_MinAbsPartialCharge,63.2,6.321392251711643,0.3959950818303979,0.10414518820331792
Solv_BCUT2D_MRHI,46.0,5.495452665613635,0.39146262155949196,0.25288784657350694
Chrom_SlogP_VSA7,16.1,4.3,0.34869022606940686,0.13590258714701037
Solv_BCUT2D_CHGHI,48.2,8.506468127254694,0.34163990715650316,0.09404499935214704
Chrom_SlogP_VSA12,20.0,4.242640687119285,0.3390999892650885,0.13586014694938386
Solv_SMR_VSA6,30.3,4.220189569201838,0.32563301078451545,0.10357903452811046
Solv_MinEStateIndex,44.2,8.340263784797218,0.3212770398262717,0.10892330019456023
Chrom_fr_sulfide,5.4,2.1071307505705477,0.3161433065837015,0.10128222501469565
Solv_BCUT2D_MRLOW,58.0,4.898979485566356,0.3140858940707931,0.047978509015114426
Chrom_fr_NH1,8.6,3.9547439866570384,0.31333417970481264,0.180765927330182
Solv_qed,62.7,7.142128534267639,0.3110276252110535,0.11694279098459293
Chrom_fr_thiazole,9.1,2.1656407827707715,0.30638358104948515,0.0953933427333128
Chrom_fr_unbrch_alkane,10.5,3.9560080889704965,0.29318835377406505,0.1302974682499375
Solv_TPSA,36.3,6.812488532100439,0.29316444138853354,0.09745173891885736
Solv_BalabanJ,54.8,5.979966555090422,0.2836223558160938,0.08466309852492403
Solv_BCUT2D_MWHI,44.7,4.605431575867782,0.28129529045497403,0.07398801991214447
Chrom_fr_oxazole,2.8,1.1661903789690602,0.27774821525362553,0.12590796996635595
Chrom_fr_pyridine,16.9,3.7269290307168443,0.2665656141865968,0.11424142388945281
Solv_VSA_EState8,38.5,10.49047186736612,0.2640800613069548,0.07152562754623852
Chrom_SlogP_VSA11,14.0,4.427188724235731,0.2632192166484115,0.1182929200337219
Solv_MaxEStateIndex,59.2,6.095900261651268,0.2631139540222803,0.09180533695910162
Chrom_fr_methoxy,11.4,3.261901286060018,0.2568654746041635,0.12123289990260441
Chrom_fr_lactone,6.9,3.8065732621348567,0.24803809209766983,0.15916262356321906
Solv_PEOE_VSA8,36.7,5.728001396647874,0.24610950732945164,0.05300783899481789
Solv_MinPartialCharge,39.0,7.155417527999327,0.24067474431609726,0.1183980564547483
Solv_Kappa3,41.5,5.5,0.23667287989896332,0.07150806966559177
Solv_FpDensityMorgan1,38.6,7.1860976892886725,0.23377899275584166,0.1201570537516567
Solv_MaxPartialCharge,56.8,6.11228271597445,0.23117014523295695,0.061512459755437676
Chrom_fr_aryl_methyl,25.1,3.505709628591621,0.22787528340392424,0.06582048781909902
Solv_EState_VSA6,46.3,6.753517601961218,0.21338465031624204,0.04502269904129315
Solv_Ipc,16.9,3.8065732621348563,0.2061842043482406,0.24696928365464815
Solv_VSA_EState3,27.2,5.491812087098393,0.19411181578806755,0.10061949042705622
Chrom_NHOHCount,13.1,5.3188344587888805,0.18894173244365187,0.12419341125731415
Chrom_fr_ester,7.9,2.2561028345356955,0.18344399313332022,0.14397679444202646
Solv_SMR_VSA5,37.0,6.06630035524124,0.1752984306753576,0.06418443217916511
Solv_PEOE_VSA5,6.6,3.0397368307141326,0.16307100347103803,0.08344578235340445
Chrom_fr_Ar_OH,4.4,2.2891046284519194,0.153353842834498,0.09595797866634936
Solv_VSA_EState1,14.9,3.8845849199110063,0.15251749520014726,0.065700814778845
Solv_PEOE_VSA9,22.1,4.4147480109288235,0.15001596562526986,0.06446566167850108
Solv_EState_VSA1,5.8,2.925747767665559,0.13251008222618993,0.1324849720084766
Chrom_fr_amidine,2.5,1.3601470508735443,0.11559075514243984,0.11848744479263493
Solv_PEOE_VSA6,11.8,4.261455150532504,0.10943960365279168,0.1280457209941341
Chrom_NumSaturatedRings,5.7,2.193171219946131,0.09917278208871863,0.14950058779903297
Solv_EState_VSA3,3.0,1.6733200530681511,0.0935509691064055,0.08155932129580637
Solv_PEOE_VSA7,12.7,4.960846701924985,0.08112007289407044,0.04716419693274494
Solv_FractionCSP3,13.8,5.344155686354955,0.07959181637256227,0.06401091526320711
Solv_EState_VSA4,9.6,4.841487374764082,0.07784463301882948,0.05072193291215862
Chrom_fr_morpholine,2.2,0.8717797887081347,0.07428506056260505,0.06951131187222963
Chrom_fr_furan,5.6,2.6907248094147422,0.07077363034079286,0.04499703211852073
Solv_PEOE_VSA12,13.8,4.707440918375928,0.05835051012059289,0.04284104458444209
Chrom_fr_ArN,2.6,1.2806248474865698,0.057015057197636144,0.050553471980149145
Chrom_NumSaturatedCarbocycles,4.2,2.9257477676655586,0.04785699131215343,0.041087259462627604
Solv_SlogP_VSA3,6.0,2.8635642126552705,0.04760708443819176,0.029178241460005618
Chrom_fr_alkyl_carbamate,0.8,0.8717797887081349,0.04722754513430693,0.0659033997130756
Chrom_fr_aldehyde,5.9,3.562302626111375,0.04699060307715498,0.03270198164298857
Solv_PEOE_VSA11,3.1,2.5475478405713994,0.04236248572875152,0.04104582029469095
Chrom_fr_Al_OH,1.0,0.8944271909999159,0.042253173674767844,0.06471389004222054
Chrom_fr_sulfone,1.1,1.2206555615733703,0.03785947883898146,0.059436481739064996
Chrom_fr_Al_OH_noTert,2.7,1.6155494421403513,0.03635536420275461,0.056343541728739586
Solv_VSA_EState2,5.2,3.0919249667480613,0.03367587216026383,0.013136190971709028
Solv_NumRotatableBonds,3.6,1.7435595774162695,0.033153215916227184,0.018262689087796363
Chrom_fr_alkyl_halide,0.8,0.6000000000000001,0.029217397743182095,0.04462681426201662
Solv_NumHDonors,4.9,2.6248809496813377,0.027142471990028616,0.017463858338902277
Solv_NHOHCount,3.6,1.1135528725660042,0.026763052737322636,0.014245115649286048
Chrom_fr_Al_COO,3.7,2.4103941586387903,0.025986228304491217,0.018295511510187483
Solv_PEOE_VSA2,3.4,1.5620499351813308,0.025545449144394376,0.013410519252677626
Chrom_fr_hdrzone,3.1,1.8681541692269406,0.02488726252452296,0.02624629002486351
Solv_PEOE_VSA4,3.5,1.284523257866513,0.023754976383338747,0.014158795956117987
Chrom_fr_piperdine,5.4,3.168595903550972,0.021575318245050393,0.01573524000600137
Chrom_fr_Ndealkylation1,2.1,1.57797338380595,0.01941354101358802,0.026086650090748453
Solv_SMR_VSA4,4.5,2.3345235059857505,0.017079068600784144,0.012213734754553908
Solv_VSA_EState5,3.8,1.8867962264113207,0.009851069480910895,0.007311393206528708
Solv_PEOE_VSA10,0.9,1.1357816691600549,0.006652105142177259,0.009849549625452543
Chrom_fr_term_acetylene,0.7,0.7810249675906655,0.006632450112484531,0.011712359635526507
Chrom_fr_tetrazole,0.6,0.8,0.00495130319019269,0.007195014138265264
Solv_PEOE_VSA13,1.0,1.0954451150103321,0.004943365548121385,0.005927432073876815
Solv_EState_VSA10,0.1,0.30000000000000004,0.0016330623966150453,0.004899187189845136
Chrom_fr_hdrzine,0.2,0.4000000000000001,0.001104375415814933,0.0024811076194684164
Chrom_fr_piperzine,0.3,0.6403124237432848,0.00031463076467640026,0.0006468746131735496
Solv_NumAromaticHeterocycles,0.1,0.30000000000000004,0.0002641360495794595,0.0007924081487383788
Solv_fr_thiocyan,0.0,0.0,0.0,0.0
Solv_fr_nitro_arom,0.0,0.0,0.0,0.0
Solv_fr_nitro,0.0,0.0,0.0,0.0
Solv_fr_thiophene,0.0,0.0,0.0,0.0
Solv_fr_phos_acid,0.0,0.0,0.0,0.0
Solv_fr_thiazole,0.0,0.0,0.0,0.0
Solv_fr_nitro_arom_nonortho,0.0,0.0,0.0,0.0
Solv_fr_sulfide,0.0,0.0,0.0,0.0
Solv_fr_bicyclic,0.0,0.0,0.0,0.0
Solv_fr_oxime,0.0,0.0,0.0,0.0
Solv_fr_nitroso,0.0,0.0,0.0,0.0
Solv_fr_benzodiazepine,0.0,0.0,0.0,0.0
Solv_fr_barbitur,0.0,0.0,0.0,0.0
Solv_fr_azo,0.0,0.0,0.0,0.0
Solv_fr_azide,0.0,0.0,0.0,0.0
Solv_fr_aniline,0.0,0.0,0.0,0.0
Solv_fr_amidine,0.0,0.0,0.0,0.0
Solv_fr_allylic_oxid,0.0,0.0,0.0,0.0
Solv_fr_alkyl_carbamate,0.0,0.0,0.0,0.0
Solv_fr_aldehyde,0.0,0.0,0.0,0.0
Solv_fr_SH,0.0,0.0,0.0,0.0
Solv_fr_diazo,0.0,0.0,0.0,0.0
Solv_fr_furan,0.0,0.0,0.0,0.0
Solv_fr_morpholine,0.0,0.0,0.0,0.0
Solv_fr_methoxy,0.0,0.0,0.0,0.0
Solv_fr_sulfone,0.0,0.0,0.0,0.0
Solv_fr_term_acetylene,0.0,0.0,0.0,0.0
Solv_fr_tetrazole,0.0,0.0,0.0,0.0
Solv_fr_isothiocyan,0.0,0.0,0.0,0.0
Solv_fr_quatN,0.0,0.0,0.0,0.0
Solv_fr_prisulfonamd,0.0,0.0,0.0,0.0
Solv_fr_priamide,0.0,0.0,0.0,0.0
Solv_fr_piperzine,0.0,0.0,0.0,0.0
Solv_fr_piperdine,0.0,0.0,0.0,0.0
Solv_fr_isocyan,0.0,0.0,0.0,0.0
Solv_fr_oxazole,0.0,0.0,0.0,0.0
Solv_fr_imide,0.0,0.0,0.0,0.0
Solv_fr_Ndealkylation2,0.0,0.0,0.0,0.0
Solv_fr_lactam,0.0,0.0,0.0,0.0
Solv_fr_lactone,0.0,0.0,0.0,0.0
Solv_fr_phos_ester,0.0,0.0,0.0,0.0
Solv_fr_imidazole,0.0,0.0,0.0,0.0
Solv_fr_hdrzone,0.0,0.0,0.0,0.0
Solv_fr_hdrzine,0.0,0.0,0.0,0.0
Solv_fr_guanido,0.0,0.0,0.0,0.0
Solv_fr_sulfonamd,0.0,0.0,0.0,0.0
Solv_fr_epoxide,0.0,0.0,0.0,0.0
Solv_fr_dihydropyridine,0.0,0.0,0.0,0.0
Solv_fr_Nhpyrrole,0.0,0.0,0.0,0.0
Chrom_fr_quatN,0.0,0.0,0.0,0.0
Solv_fr_Ndealkylation1,0.0,0.0,0.0,0.0
Chrom_fr_dihydropyridine,0.0,0.0,0.0,0.0
Chrom_fr_priamide,0.0,0.0,0.0,0.0
Chrom_fr_phos_ester,0.0,0.0,0.0,0.0
Chrom_fr_phos_acid,0.0,0.0,0.0,0.0
Chrom_fr_oxime,0.0,0.0,0.0,0.0
Chrom_fr_nitroso,0.0,0.0,0.0,0.0
Chrom_fr_lactam,0.0,0.0,0.0,0.0
Chrom_fr_isothiocyan,0.0,0.0,0.0,0.0
Chrom_fr_isocyan,0.0,0.0,0.0,0.0
Chrom_fr_guanido,0.0,0.0,0.0,0.0
Chrom_fr_epoxide,0.0,0.0,0.0,0.0
Chrom_fr_diazo,0.0,0.0,0.0,0.0
Solv_fr_N_O,0.0,0.0,0.0,0.0
Chrom_fr_benzodiazepine,0.0,0.0,0.0,0.0
Chrom_fr_barbitur,0.0,0.0,0.0,0.0
Chrom_fr_azide,0.0,0.0,0.0,0.0
Chrom_fr_SH,0.0,0.0,0.0,0.0
Chrom_fr_Ndealkylation2,0.0,0.0,0.0,0.0
Chrom_fr_HOCCN,0.0,0.0,0.0,0.0
Chrom_fr_C_S,0.0,0.0,0.0,0.0
Chrom_SlogP_VSA9,0.0,0.0,0.0,0.0
Chrom_SMR_VSA8,0.0,0.0,0.0,0.0
Chrom_NumRadicalElectrons,0.0,0.0,0.0,0.0
Chrom_fr_prisulfonamd,0.0,0.0,0.0,0.0
Chrom_fr_sulfonamd,0.0,0.0,0.0,0.0
Chrom_fr_thiocyan,0.0,0.0,0.0,0.0
Solv_NumRadicalElectrons,0.0,0.0,0.0,0.0
Solv_fr_NH2,0.0,0.0,0.0,0.0
Solv_fr_NH1,0.0,0.0,0.0,0.0
Solv_fr_Imine,0.0,0.0,0.0,0.0
Solv_fr_HOCCN,0.0,0.0,0.0,0.0
Solv_fr_C_S,0.0,0.0,0.0,0.0
Solv_fr_Ar_OH,0.0,0.0,0.0,0.0
Solv_fr_Ar_NH,0.0,0.0,0.0,0.0
Solv_fr_Ar_COO,0.0,0.0,0.0,0.0
Solv_fr_ArN,0.0,0.0,0.0,0.0
Solv_fr_Al_COO,0.0,0.0,0.0,0.0
Solv_NumAliphaticCarbocycles,0.0,0.0,0.0,0.0
Solv_EState_VSA11,0.0,0.0,0.0,0.0
Solv_SlogP_VSA9,0.0,0.0,0.0,0.0
Solv_SlogP_VSA8,0.0,0.0,0.0,0.0
Solv_SlogP_VSA7,0.0,0.0,0.0,0.0
Solv_SlogP_VSA11,0.0,0.0,0.0,0.0
Solv_SlogP_VSA10,0.0,0.0,0.0,0.0
Solv_SlogP_VSA1,0.0,0.0,0.0,0.0
Solv_SMR_VSA8,0.0,0.0,0.0,0.0
Solv_PEOE_VSA3,0.0,0.0,0.0,0.0
Solv_PEOE_VSA14,0.0,0.0,0.0,0.0
Solv_fr_urea,0.0,0.0,0.0,0.0
